Country,holidayName,effectLevel
Honduras,Virgin of Suyapa,Low
Thailand,Visakha Bucha Day,Meduim
Thailand,Visakha Bucha Day (Observed),Meduim
Puerto Rico,Vote Election's Day,Low
New Zealand,Waitangi Day,Low
Sweden,Walpurgis Night,Low
Malaysia,Chinese New Year (1st Day),Meduim
Singapore,Chinese New Year (1st Day),Meduim
United States,Presidents' Day,Low
Malaysia,Wesak Day,Low
Moldova,Western Christmas,Low
Andorra,Whit Monday,Meduim
Austria,Whit Monday,Meduim
Denmark,Whit Monday,Meduim
Germany,Whit Monday,Meduim
Hungary,Whit Monday,Meduim
Iceland,Whit Monday,Meduim
Liechtenstein,Whit Monday,Meduim
Luxembourg,Whit Monday,Meduim
Monaco,Whit Monday,Meduim
Netherlands,Whit Monday,Meduim
Norway,Whit Monday,Meduim
Switzerland,Whit Monday,Meduim
Andorra,Whit Sunday,Meduim
Austria,Whit Sunday,Meduim
Christian Religious Holidays,Whit Sunday,Meduim
Denmark,Whit Sunday,Meduim
Estonia,Whit Sunday,Meduim
Finland,Whit Sunday,Meduim
Germany,Whit Sunday,Meduim
Hungary,Whit Sunday,Meduim
Iceland,Whit Sunday,Meduim
Latvia,Whit Sunday,Meduim
Liechtenstein,Whit Sunday,Meduim
Luxembourg,Whit Sunday,Meduim
Monaco,Whit Sunday,Meduim
Netherlands,Whit Sunday,Meduim
Norway,Whit Sunday,Meduim
Slovenia,Whit Sunday,Meduim
Thailand,Chinese New Year (1st Day),Meduim
Brunei,Chinese New Year,Meduim
Switzerland,Whit Sunday,Meduim
China,White Dews,Low
Sweden,Whitsun Eve,Low
China,Winter Begins,Low
Bolivia,Winter Solstice,Low
China,Winter Solstice,Low
Macao S.A.R.,Winter Solstice,Low
Angola,Women's Day,Low
Armenia,Women's Day,Low
Azerbaijan,Women's Day,Low
Belarus,Women's Day,Low
China,Women's Day,Low
Georgia,Women's Day,Low
Hungary,Women's Day,Low
Moldova,Women's Day,Low
Vietnam,Women's Day,Low
South Africa,Women's Day,Low
Tunisia,Women's Day,Low
Azerbaijan,Women's Day (Observed),Low
Angola,Women's Day (Observed),Low
South Africa,Women's Day (Observed),Low
Malta,Worker's Day,Low
Nigeria,Worker's Day,Low
South Africa,Worker's Day,Low
Nigeria,Worker's Day (Observed),Low
South Africa,Worker's Day (Observed),Low
Paraguay,Year End Bank Holiday,Low
Algeria,Yennayer,Low
Israel,Yizhak Rabin Memorial Day,Low
Israel,Yom Haatzmaut,Low
Israel,Yom Hashoah,Low
Israel,Yom Hazikaron,Low
Iraq,Yom Kippur,Low
Jewish Religious Holidays,Yom Kippur,Low
Israel,Yom Yerushalaim,Low
Venezuela,Youth Day,Low
China,Youth Day,Low
South Africa,Youth Day,Low
Philippines,Chinese New Year,Meduim
Morocco,Youth Day,Low
Singapore,Youth Day,Low
South Africa,Youth Day (Observed),Low
